"","studentid","surveydate","age","ehpw","hpw","hsleep","gpa","imp","gender","job","type","marital.status"
"1602",31642,2018-04-30,24,26,24,4.86,56.75,2,"male","unempl","full-time","single"
"1603",1129,2018-04-11,27,16,21,6.71,71.62,2,"male","unempl","full-time","divorced"
"1604",94032,2018-01-06,30,14,20,7.14,75.21,2,"male","unempl","full-time","divorced"
"1605",62104,2018-05-19,29,19,23,6,83.36,2,"male","unempl","full-time","divorced"
"1606",93352,2018-02-26,27,14,20,7.14,69.74,1,"male","unempl","full-time","divorced"
"1607",40873,2018-05-30,28,20,19,6.43,66.43,4,"female","empl","part-time","divorced"
"1608",59064,2018-03-07,28,26,17,5.86,39.72,3,"female","empl","part-time","divorced"
"1609",47959,2018-03-03,25,20,19,6.43,60.87,3,"female","empl","part-time","single"
"1610",13579,2018-02-13,25,19,19,6.57,60.02,1,"female","empl","part-time","single"
"1611",23928,2018-01-20,21,23,15,6.57,42.7,5,"female","empl","part-time","single"
"1612",13891,2018-03-02,25,23,20,5.86,57.13,2,"male","unempl","full-time","single"
"1613",82015,2018-05-08,27,19,20,6.43,75.08,2,"male","unempl","full-time","divorced"
"1614",519,2018-05-07,27,18,17,7,54.6,1,"female","empl","part-time","divorced"
"1615",97572,2018-04-05,27,15,26,6.14,82.54,3,"male","unempl","full-time","divorced"
"1616",4292,2018-06-04,24,23,21,5.71,65.07,2,"male","unempl","full-time","single"
"1617",91502,2018-03-19,23,21,17,6.57,47.95,4,"female","empl","part-time","single"
"1618",96723,2018-02-12,24,23,26,5,81.1,2,"male","unempl","full-time","single"
"1619",31501,2018-03-16,20,23,20,5.86,58.68,1,"male","unempl","full-time","single"
"1620",5445,2018-03-18,27,21,28,5,84.51,1,"male","unempl","full-time","single"
"1621",27329,2018-01-04,24,16,21,6.71,74.49,2,"male","unempl","full-time","single"
"1622",25820,2018-04-19,28,25,18,5.86,41.11,1,"female","empl","part-time","divorced"
"1623",15908,2018-03-24,28,18,16,7.14,47.38,3,"female","empl","part-time","divorced"
"1624",62207,2018-01-27,24,21,20,6.14,68.33,5,"male","unempl","full-time","single"
"1625",55469,2018-02-19,27,18,26,5.71,89.65,3,"male","unempl","full-time","single"
"1626",39628,2018-04-02,24,25,20,5.57,53.67,2,"male","unempl","full-time","single"
"1627",4425,2018-04-19,30,22,18,6.29,55.49,3,"female","empl","part-time","divorced"
"1628",76205,2018-01-24,21,27,21,5.14,46.21,2,"male","unempl","full-time","single"
"1629",43153,2018-05-03,33,21,16,6.71,44.68,1,"female","empl","part-time","divorced"
"1630",75,2018-03-04,26,24,21,5.57,60.06,5,"male","unempl","full-time","divorced"
"1631",28163,2018-03-31,23,25,18,5.86,44.94,4,"female","empl","part-time","single"
"1632",30318,2018-04-09,31,24,19,5.86,52.21,1,"female","empl","part-time","divorced"
"1633",2914,2018-03-17,20,21,15,6.86,50.87,4,"female","empl","part-time","single"
"1634",99410,2018-04-09,23,21,18,6.43,66.03,2,"female","empl","part-time","single"
"1635",35656,2018-04-27,31,18,19,6.71,72.09,4,"female","empl","part-time","divorced"
"1636",70610,2018-02-24,25,15,19,7.14,65.64,3,"female","empl","part-time","single"
"1637",60940,2018-01-12,25,24,24,5.14,65.34,5,"male","unempl","full-time","single"
"1638",82075,2018-01-10,23,27,22,5,56.08,1,"male","unempl","full-time","single"
"1639",9168,2018-02-01,24,17,18,7,59.63,4,"female","empl","part-time","single"
"1640",47580,2018-01-26,26,23,18,6.14,49.25,1,"female","empl","part-time","divorced"
"1641",7134,2018-04-20,20,26,22,5.14,60.06,1,"male","unempl","full-time","single"
"1642",82874,2018-01-27,25,24,16,6.29,54.04,5,"female","empl","part-time","single"
"1643",86006,2018-04-27,27,22,20,6,55.27,4,"male","unempl","full-time","divorced"
"1644",52228,2018-02-15,22,19,19,6.57,66.69,3,"female","empl","part-time","single"
"1645",87276,2018-05-19,25,14,22,6.86,75.8,3,"male","unempl","full-time","single"
"1646",19802,2018-06-03,24,18,11,7.86,42.16,4,"female","empl","part-time","single"
"1647",55374,2018-04-14,19,24,21,5.57,63.6,5,"male","unempl","full-time","single"
"1648",48442,2018-03-23,22,24,18,6,49.45,4,"female","empl","part-time","single"
"1649",3836,2018-03-12,26,24,20,5.71,54.31,1,"male","unempl","full-time","divorced"
"1650",71428,2018-04-29,22,15,20,7,74.44,3,"male","unempl","full-time","single"
"1651",59270,2018-01-22,28,23,23,5.43,73.51,5,"male","unempl","full-time","divorced"
"1652",56086,2018-03-26,31,19,18,6.71,59.44,4,"female","empl","part-time","divorced"
"1653",55506,2018-01-08,28,23,18,6.14,62.19,4,"female","empl","part-time","divorced"
"1654",63867,2018-03-07,21,13,21,7.14,75.77,1,"male","unempl","full-time","single"
"1655",6339,2018-05-18,20,21,18,6.43,52.91,5,"female","empl","part-time","single"
"1656",41697,2018-05-12,26,20,22,6,80.01,3,"male","unempl","full-time","divorced"
"1657",41862,2018-04-24,27,23,19,6,55.82,4,"female","empl","part-time","divorced"
"1658",70457,2018-03-18,28,19,22,6.14,66.93,3,"male","unempl","full-time","divorced"
"1659",96916,2018-02-11,17,19,23,6,74.91,2,"male","unempl","full-time","single"
"1660",69307,2018-01-26,24,18,22,6.29,73.89,1,"male","unempl","full-time","single"
"1661",62382,2018-01-29,26,20,22,6,68.82,1,"male","unempl","full-time","divorced"
"1662",44599,2018-02-17,19,24,21,5.57,55.29,3,"male","unempl","full-time","single"
"1663",95725,2018-05-13,20,18,26,5.71,84.74,4,"male","unempl","full-time","single"
"1664",13507,2018-05-03,27,16,21,6.71,83.76,2,"male","unempl","full-time","divorced"
"1665",28267,2018-01-30,23,22,15,6.71,47.18,4,"female","empl","part-time","single"
"1666",56751,2018-05-14,21,19,21,6.29,64.78,4,"male","unempl","full-time","single"
"1667",68670,2018-05-24,26,20,22,6,67.82,1,"male","unempl","full-time","divorced"
"1668",14920,2018-01-04,27,16,25,6.14,73.07,2,"male","unempl","full-time","divorced"
"1669",82274,2018-04-11,19,24,20,5.71,55.31,2,"male","unempl","full-time","single"
"1670",38383,2018-04-28,30,21,17,6.57,57.71,3,"female","empl","part-time","divorced"
"1671",99444,2018-05-22,27,22,21,5.86,64.76,5,"male","unempl","full-time","divorced"
"1672",206,2018-02-04,25,18,16,7.14,59.74,4,"female","empl","part-time","single"
"1673",85955,2018-06-05,25,22,15,6.71,42.91,4,"female","empl","part-time","single"
"1674",23839,2018-04-21,24,19,17,6.86,49.41,3,"female","empl","part-time","single"
"1675",20427,2018-06-03,28,17,26,5.86,86.68,4,"male","unempl","full-time","single"
"1676",24753,2018-01-10,33,25,22,5.29,72.95,5,"male","unempl","full-time","divorced"
"1677",65120,2018-05-02,22,20,14,7.14,49.8,1,"female","empl","part-time","single"
"1678",88274,2018-04-12,30,28,17,5.57,44.2,5,"female","empl","part-time","divorced"
"1679",65804,2018-02-04,24,24,19,5.86,54.77,4,"female","empl","part-time","single"
"1680",30858,2018-02-01,28,21,19,6.29,59.65,3,"female","empl","part-time","divorced"
"1681",96026,2018-01-31,26,17,18,7,61.44,2,"female","empl","part-time","divorced"
"1682",81663,2018-03-09,28,19,23,6,80.62,4,"male","unempl","full-time","divorced"
"1683",82322,2018-01-18,27,23,22,5.57,60.13,3,"male","unempl","full-time","divorced"
"1684",97786,2018-03-23,16,24,18,6,41.25,2,"female","empl","part-time","single"
"1685",82963,2018-05-30,25,25,16,6.14,43.04,1,"female","empl","part-time","single"
"1686",73442,2018-02-08,29,27,20,5.29,50.03,1,"male","unempl","full-time","divorced"
"1687",2615,2018-04-20,27,22,22,5.71,67.3,1,"male","unempl","full-time","divorced"
"1688",4557,2018-01-27,24,22,22,5.71,62.09,4,"male","unempl","full-time","single"
"1689",67561,2018-05-30,19,18,19,6.71,48.76,1,"female","empl","part-time","single"
"1690",25590,2018-05-20,17,20,17,6.71,58.89,1,"female","empl","part-time","single"
"1691",98399,2018-04-27,20,18,15,7.29,49.28,4,"female","empl","part-time","single"
"1692",19154,2018-03-20,29,22,22,5.71,62.23,1,"male","unempl","full-time","divorced"
"1693",42857,2018-01-23,24,20,20,6.29,70.17,5,"male","unempl","full-time","single"
"1694",94030,2018-05-31,28,24,23,5.29,67.25,5,"male","unempl","full-time","divorced"
"1695",49720,2018-01-07,20,22,20,6,61.57,3,"male","unempl","full-time","single"
"1696",46041,2018-05-22,24,20,21,6.14,73.75,1,"male","unempl","full-time","single"
"1697",965,2018-01-25,25,23,17,6.29,60.48,5,"female","empl","part-time","single"
"1698",14761,2018-03-23,24,27,20,5.29,57.56,5,"male","unempl","full-time","single"
"1699",36772,2018-03-06,21,15,22,6.71,86.51,4,"male","unempl","full-time","single"
"1700",63164,2018-04-06,29,18,22,6.29,83.2,5,"male","unempl","full-time","divorced"
"1701",12817,2018-05-22,22,22,18,6.29,56.86,2,"female","empl","part-time","single"
"1702",94491,2018-05-21,24,16,18,7.14,65.42,2,"female","empl","part-time","single"
"1703",39588,2018-02-14,22,21,23,5.71,70.08,3,"male","unempl","full-time","single"
"1704",95293,2018-01-29,29,23,24,5.29,75.28,5,"male","unempl","full-time","divorced"
"1705",77538,2018-05-15,22,24,23,5.29,65.49,3,"male","unempl","full-time","single"
"1706",10735,2018-05-27,22,27,18,5.57,46.41,5,"female","empl","part-time","single"
"1707",22688,2018-03-09,28,25,14,6.43,28.95,3,"female","empl","part-time","married"
"1708",92585,2018-05-04,26,22,16,6.57,49.86,4,"female","empl","part-time","divorced"
"1709",71218,2018-02-23,21,21,22,5.86,69.94,1,"male","unempl","full-time","single"
"1710",60072,2018-01-26,19,25,22,5.29,60.73,3,"male","unempl","full-time","single"
"1711",33246,2018-01-02,23,19,19,6.57,72.67,2,"female","empl","part-time","single"
"1712",39669,2018-04-06,22,16,19,7,73.25,4,"female","empl","part-time","single"
"1713",96740,2018-05-31,27,25,23,5.14,57.12,2,"male","unempl","full-time","divorced"
"1714",97473,2018-02-06,21,17,20,6.71,73.56,2,"male","unempl","full-time","single"
"1715",31602,2018-02-05,26,18,18,6.86,59.11,2,"female","empl","part-time","divorced"
"1716",63573,2018-01-31,26,18,17,7,56.82,1,"female","empl","part-time","divorced"
"1717",8662,2018-05-03,23,22,22,5.71,69.98,3,"male","unempl","full-time","single"
"1718",91990,2018-01-23,22,23,21,5.71,54.9,2,"male","unempl","full-time","single"
"1719",74254,2018-05-28,32,23,21,5.71,60.38,5,"male","unempl","full-time","divorced"
"1720",17907,2018-06-02,28,18,17,7,67.71,2,"female","empl","part-time","divorced"
"1721",79760,2018-04-28,24,22,21,5.86,68.58,4,"male","unempl","full-time","single"
"1722",14594,2018-03-08,20,19,20,6.43,67.62,2,"male","unempl","full-time","single"
"1723",34170,2018-04-19,27,23,21,5.71,59.19,2,"male","unempl","full-time","divorced"
"1724",7665,2018-05-29,29,16,21,6.71,71.92,1,"male","unempl","full-time","divorced"
"1725",78903,2018-03-05,23,21,20,6.14,69.28,4,"male","unempl","full-time","single"
"1726",26738,2018-04-17,29,17,18,7,63.24,4,"female","empl","part-time","divorced"
"1727",91915,2018-02-10,20,25,20,5.57,50.98,2,"male","unempl","full-time","single"
"1728",89223,2018-04-04,21,20,16,6.86,55.76,5,"female","empl","part-time","single"
"1729",16285,2018-04-23,21,15,22,6.71,64.36,1,"male","unempl","full-time","single"
"1730",82793,2018-01-20,22,19,16,7,55.35,2,"female","empl","part-time","single"
"1731",93156,2018-02-04,29,18,13,7.57,45.81,2,"female","empl","part-time","divorced"
"1732",26007,2018-03-29,20,27,21,5.14,59.54,4,"male","unempl","full-time","single"
"1733",31101,2018-05-08,21,22,18,6.29,56.97,2,"female","empl","part-time","single"
"1734",50651,2018-03-15,27,15,16,7.57,59.99,1,"female","empl","part-time","divorced"
"1735",13400,2018-05-11,25,25,22,5.29,59.67,3,"male","unempl","full-time","single"
"1736",96427,2018-05-01,28,22,31,4.43,91.71,3,"male","unempl","full-time","single"
"1737",49038,2018-02-03,27,22,23,5.57,73.75,3,"male","unempl","full-time","divorced"
"1738",82034,2018-05-29,25,17,21,6.57,70.37,3,"male","unempl","full-time","single"
"1739",6059,2018-05-25,23,22,23,5.57,69.33,5,"male","unempl","full-time","single"
"1740",5459,2018-01-15,20,16,19,7,69.93,3,"female","empl","part-time","single"
"1741",23035,2018-03-22,26,21,15,6.86,53.55,3,"female","empl","part-time","divorced"
"1742",57807,2018-04-18,24,20,20,6.29,64.99,5,"male","unempl","full-time","single"
"1743",81830,2018-01-19,33,20,19,6.43,66.15,4,"female","empl","part-time","divorced"
"1744",33057,2018-02-19,29,25,19,5.71,47.31,5,"female","empl","part-time","divorced"
"1745",45757,2018-04-11,26,22,14,6.86,49.09,2,"female","empl","part-time","divorced"
"1746",33973,2018-03-13,24,21,21,6,71.86,1,"male","unempl","full-time","single"
"1747",64326,2018-04-24,25,21,19,6.29,65.59,5,"female","empl","part-time","single"
"1748",760,2018-04-17,25,22,20,6,58.45,3,"male","unempl","full-time","single"
"1749",32743,2018-01-13,28,23,21,5.71,57.99,5,"male","unempl","full-time","divorced"
"1750",51625,2018-01-22,22,22,17,6.43,51.28,5,"female","empl","part-time","single"
"1751",47963,2018-05-14,22,25,19,5.71,60.19,4,"female","empl","part-time","single"
"1752",20778,2018-03-27,20,21,20,6.14,74.14,5,"male","unempl","full-time","single"
"1753",99858,2018-04-09,34,23,16,6.43,45.5,2,"female","empl","part-time","divorced"
"1754",96470,2018-05-23,19,17,18,7,67.86,4,"female","empl","part-time","single"
"1755",34877,2018-02-18,25,23,20,5.86,60.61,3,"male","unempl","full-time","single"
"1756",57791,2018-01-19,26,21,18,6.43,56.87,2,"female","empl","part-time","divorced"
"1757",23425,2018-03-12,21,19,23,6,75.48,4,"male","unempl","full-time","single"
"1758",42996,2018-03-11,28,19,24,5.86,72.71,2,"male","unempl","full-time","divorced"
"1759",69583,2018-01-13,30,22,20,6,59.29,4,"male","unempl","full-time","divorced"
"1760",34814,2018-02-22,21,22,23,5.57,74.61,4,"male","unempl","full-time","single"
"1761",71296,2018-04-25,25,23,15,6.57,47.14,2,"female","empl","part-time","single"
"1762",27678,2018-05-18,30,21,18,6.43,45.16,3,"female","empl","part-time","divorced"
"1763",93819,2018-05-08,21,26,18,5.71,59.32,1,"female","empl","part-time","single"
"1764",48790,2018-01-26,29,26,16,6,49.75,4,"female","empl","part-time","divorced"
"1765",76584,2018-04-17,27,21,22,5.86,64.92,3,"male","unempl","full-time","divorced"
"1766",71828,2018-05-15,25,23,21,5.71,64.69,3,"male","unempl","full-time","single"
"1767",51725,2018-01-14,24,21,22,5.86,66.98,1,"male","unempl","full-time","single"
"1768",42976,2018-03-25,19,17,25,6,95.37,2,"male","unempl","full-time","single"
"1769",7984,2018-04-27,32,24,19,5.86,47.72,4,"female","empl","part-time","divorced"
"1770",48154,2018-05-26,21,20,16,6.86,52.85,2,"female","empl","part-time","single"
"1771",68980,2018-03-25,30,20,18,6.57,50.05,5,"female","empl","part-time","divorced"
"1772",34656,2018-05-30,27,19,23,6,74.92,1,"male","unempl","full-time","divorced"
"1773",25005,2018-03-21,22,20,19,6.43,65.67,1,"female","empl","part-time","single"
"1774",62541,2018-03-12,25,28,21,5,56.12,1,"male","unempl","full-time","single"
"1775",70784,2018-05-01,25,15,20,7,77.54,4,"male","unempl","full-time","single"
"1776",31225,2018-05-04,23,17,24,6.14,79.71,2,"male","unempl","full-time","single"
"1777",96464,2018-03-26,22,21,17,6.57,56.36,1,"female","empl","part-time","single"
"1778",41013,2018-05-30,28,16,18,7.14,63.94,1,"female","empl","part-time","divorced"
"1779",18436,2018-02-15,30,20,18,6.57,71.29,3,"female","empl","part-time","divorced"
"1780",62445,2018-06-01,26,25,21,5.43,64.76,4,"male","unempl","full-time","divorced"
"1781",48827,2018-03-21,26,17,23,6.29,81.95,3,"male","unempl","full-time","divorced"
"1782",20962,2018-05-18,24,21,22,5.86,61.01,2,"male","unempl","full-time","single"
"1783",52988,2018-02-15,28,23,16,6.43,51.94,3,"female","empl","part-time","divorced"
"1784",51584,2018-01-23,25,18,24,6,81.68,1,"male","unempl","full-time","single"
"1785",13946,2018-06-01,31,23,23,5.43,69.69,4,"male","unempl","full-time","divorced"
"1786",66182,2018-05-24,33,20,25,5.57,82.27,1,"male","unempl","full-time","divorced"
"1787",21783,2018-03-31,27,22,20,6,56.73,2,"male","unempl","full-time","divorced"
"1788",72401,2018-03-07,32,22,16,6.57,48.95,4,"female","empl","part-time","divorced"
"1789",64070,2018-05-16,27,19,18,6.71,48.89,1,"female","empl","part-time","divorced"
"1790",21821,2018-04-23,24,20,25,5.57,77.34,4,"male","unempl","full-time","single"
"1791",30407,2018-05-28,30,19,19,6.57,64.88,3,"female","empl","part-time","divorced"
"1792",55740,2018-04-08,27,20,15,7,37.64,1,"female","empl","part-time","divorced"
"1793",61801,2018-04-28,29,19,21,6.29,71,5,"male","unempl","full-time","divorced"
"1794",32932,2018-02-25,20,18,19,6.71,64.01,3,"female","empl","part-time","single"
"1795",77882,2018-02-01,20,22,24,5.43,71.67,1,"male","unempl","full-time","single"
"1796",37838,2018-05-11,29,23,18,6.14,56.4,1,"female","empl","part-time","divorced"
"1797",60777,2018-04-14,26,26,24,4.86,63.39,1,"male","unempl","full-time","divorced"
"1798",15369,2018-01-09,23,22,18,6.29,56.98,4,"female","empl","part-time","single"
"1799",43184,2018-02-25,22,17,18,7,68.29,1,"female","empl","part-time","single"
"1800",73410,2018-04-22,20,22,16,6.57,49.55,4,"female","empl","part-time","single"
"1801",58022,2018-06-04,24,22,19,6.14,58.59,1,"female","empl","part-time","single"
"1802",11652,2018-05-03,22,20,20,6.29,63.74,5,"male","unempl","full-time","single"
"1803",84715,2018-01-24,24,25,17,6,50.95,1,"female","empl","part-time","single"
"1804",11370,2018-02-04,19,19,18,6.71,65.97,3,"female","empl","part-time","single"
"1805",49211,2018-03-13,30,20,24,5.71,77.37,5,"male","unempl","full-time","divorced"
"1806",5822,2018-02-26,22,18,23,6.14,70.88,5,"male","unempl","full-time","single"
"1807",43919,2018-03-31,20,21,21,6,62.08,3,"male","unempl","full-time","single"
"1808",18633,2018-02-20,21,14,23,6.71,84.77,2,"male","unempl","full-time","single"
"1809",46439,2018-04-23,28,22,13,7,42.19,4,"female","empl","part-time","divorced"
"1810",41936,2018-05-27,31,18,11,7.86,49.04,3,"female","empl","part-time","divorced"
"1811",60893,2018-02-05,22,22,18,6.29,54.84,4,"female","empl","part-time","single"
"1812",52612,2018-02-27,22,21,14,7,39.26,3,"female","empl","part-time","single"
"1813",71755,2018-03-23,28,21,26,5.29,71.98,1,"male","unempl","full-time","divorced"
"1814",11866,2018-04-28,21,19,20,6.43,61.86,1,"male","unempl","full-time","single"
"1815",51098,2018-03-20,24,24,20,5.71,54.76,2,"male","unempl","full-time","single"
"1816",68374,2018-05-07,18,21,15,6.86,40.36,1,"female","empl","part-time","single"
"1817",16918,2018-03-07,28,20,23,5.86,69.46,3,"male","unempl","full-time","divorced"
"1818",52745,2018-01-23,25,20,20,6.29,61.65,4,"male","unempl","full-time","single"
"1819",27808,2018-01-10,24,22,20,6,56.01,3,"male","unempl","full-time","single"
"1820",30708,2018-05-14,26,23,22,5.57,69.47,1,"male","unempl","full-time","divorced"
"1821",96725,2018-03-06,30,23,21,5.71,65.86,3,"male","unempl","full-time","divorced"
"1822",54045,2018-06-02,19,19,19,6.57,51.06,3,"female","empl","part-time","single"
"1823",56950,2018-04-16,29,17,20,6.71,66.99,4,"male","unempl","full-time","divorced"
"1824",89371,2018-05-08,24,23,21,5.71,57.99,4,"male","unempl","full-time","single"
"1825",87902,2018-02-21,20,22,23,5.57,67.25,5,"male","unempl","full-time","single"
"1826",66606,2018-04-06,22,22,20,6,68.62,3,"male","unempl","full-time","single"
"1827",84117,2018-01-13,29,22,22,5.71,62.7,4,"male","unempl","full-time","divorced"
"1828",78642,2018-05-20,21,16,18,7.14,74.03,2,"female","empl","part-time","single"
"1829",83337,2018-02-16,24,24,22,5.43,67.35,2,"male","unempl","full-time","single"
"1830",16125,2018-04-28,19,27,22,5,56.95,4,"male","unempl","full-time","single"
"1831",98042,2018-04-05,21,21,22,5.86,75.64,5,"male","unempl","full-time","single"
"1832",43905,2018-05-18,24,19,21,6.29,69.11,2,"male","unempl","full-time","single"
"1833",38665,2018-01-14,22,19,16,7,57.92,4,"female","empl","part-time","single"
"1834",16280,2018-02-13,24,23,24,5.29,74.49,5,"male","unempl","full-time","single"
"1835",83566,2018-05-23,20,22,20,6,66.55,4,"male","unempl","full-time","single"
"1836",83330,2018-05-25,28,28,22,4.86,55.85,1,"male","unempl","full-time","divorced"
"1837",70912,2018-06-05,22,21,19,6.29,48.64,1,"female","empl","part-time","single"
"1838",83320,2018-05-31,33,20,17,6.71,59.76,5,"female","empl","part-time","divorced"
"1839",23228,2018-01-23,29,23,13,6.86,34.79,1,"female","empl","part-time","married"
"1840",31205,2018-05-09,31,17,23,6.29,73.33,3,"male","unempl","full-time","divorced"
"1841",72694,2018-04-27,27,20,23,5.86,66.23,2,"male","unempl","full-time","divorced"
"1842",3493,2018-03-09,25,18,19,6.71,62.13,5,"female","empl","part-time","single"
"1843",82139,2018-05-06,23,19,20,6.43,68.61,4,"male","unempl","full-time","single"
"1844",44071,2018-04-28,23,25,20,5.57,54.53,4,"male","unempl","full-time","single"
"1845",51398,2018-02-26,29,23,22,5.57,62.07,3,"male","unempl","full-time","divorced"
"1846",54279,2018-02-08,22,19,26,5.57,88.91,5,"male","unempl","full-time","single"
"1847",49771,2018-03-13,27,16,21,6.71,79.03,1,"male","unempl","full-time","divorced"
"1848",96728,2018-04-06,25,22,25,5.29,79.77,1,"male","unempl","full-time","single"
"1849",63047,2018-05-11,21,23,21,5.71,57.54,3,"male","unempl","full-time","single"
"1850",92427,2018-04-21,25,20,20,6.29,64.05,4,"male","unempl","full-time","single"
"1851",12596,2018-03-07,28,18,17,7,48.25,4,"female","empl","part-time","divorced"
"1852",80646,2018-03-10,19,20,26,5.43,73.92,1,"male","unempl","full-time","single"
"1853",43311,2018-01-19,23,24,19,5.86,62.64,1,"female","empl","part-time","single"
"1854",42570,2018-02-06,18,21,18,6.43,55.61,4,"female","empl","part-time","single"
"1855",59209,2018-04-25,30,22,22,5.71,57.72,3,"male","unempl","full-time","divorced"
"1856",75162,2018-04-12,22,21,20,6.14,64.66,2,"male","unempl","full-time","single"
"1857",42099,2018-01-31,20,17,24,6.14,79.4,1,"male","unempl","full-time","single"
"1858",71239,2018-04-23,24,26,18,5.71,48.76,5,"female","empl","part-time","single"
"1859",70500,2018-02-09,28,27,20,5.29,59.22,4,"male","unempl","full-time","divorced"
"1860",1891,2018-01-06,18,17,19,6.86,65.22,3,"female","empl","part-time","single"
"1861",32613,2018-05-03,29,23,20,5.86,62.8,3,"male","unempl","full-time","divorced"
"1862",16941,2018-03-28,18,17,23,6.29,75.43,3,"male","unempl","full-time","single"
"1863",14856,2018-05-13,24,22,22,5.71,73.24,4,"male","unempl","full-time","single"
"1864",30352,2018-05-12,18,24,20,5.71,51.47,3,"male","unempl","full-time","single"
"1865",58486,2018-05-28,26,25,22,5.29,60.16,1,"male","unempl","full-time","divorced"
"1866",82710,2018-02-12,23,18,26,5.71,80.4,3,"male","unempl","full-time","single"
"1867",31417,2018-05-05,24,20,18,6.57,61.94,3,"female","empl","part-time","single"
"1868",2925,2018-05-03,24,20,19,6.43,53.89,2,"female","empl","part-time","single"
"1869",91288,2018-05-15,18,17,17,7.14,57.86,3,"female","empl","part-time","single"
"1870",33181,2018-02-04,24,19,25,5.71,87.98,1,"male","unempl","full-time","single"
"1871",408,2018-01-14,22,22,23,5.57,69.53,3,"male","unempl","full-time","single"
"1872",13631,2018-02-28,23,24,21,5.57,65.75,4,"male","unempl","full-time","single"
"1873",81954,2018-01-20,19,20,21,6.14,67.21,5,"male","unempl","full-time","single"
"1874",40982,2018-04-29,27,16,24,6.29,74.23,2,"male","unempl","full-time","divorced"
"1875",77839,2018-04-17,24,16,21,6.71,82.27,5,"male","unempl","full-time","single"
"1876",94812,2018-03-06,29,16,21,6.71,76.57,2,"male","unempl","full-time","divorced"
"1877",1538,2018-04-23,29,19,18,6.71,54.92,2,"female","empl","part-time","divorced"
"1878",11263,2018-01-05,26,25,20,5.57,50.52,4,"male","unempl","full-time","divorced"
"1879",54540,2018-03-31,28,22,21,5.86,64.86,5,"male","unempl","full-time","divorced"
"1880",68121,2018-02-21,24,19,23,6,71.6,2,"male","unempl","full-time","single"
"1881",62696,2018-02-03,21,18,19,6.71,66.03,5,"female","empl","part-time","single"
"1882",97485,2018-05-31,22,18,23,6.14,76.19,1,"male","unempl","full-time","single"
"1883",50841,2018-05-13,34,17,22,6.43,77.05,3,"male","unempl","full-time","divorced"
"1884",41466,2018-06-06,20,17,18,7,63.81,2,"female","empl","part-time","single"
"1885",65184,2018-05-19,28,22,19,6.14,56.34,3,"female","empl","part-time","divorced"
"1886",11979,2018-01-08,27,24,27,4.71,74.48,4,"male","unempl","full-time","divorced"
"1887",10901,2018-03-05,20,19,18,6.71,59.07,3,"female","empl","part-time","single"
"1888",54195,2018-03-26,31,21,18,6.43,66.07,1,"female","empl","part-time","divorced"
"1889",86119,2018-03-04,23,18,17,7,60.8,4,"female","empl","part-time","single"
"1890",9422,2018-05-09,19,25,18,5.86,45.51,4,"female","empl","part-time","single"
"1891",49914,2018-05-25,28,22,21,5.86,58.27,4,"male","unempl","full-time","divorced"
"1892",74496,2018-03-28,19,20,20,6.29,69.63,5,"male","unempl","full-time","single"
"1893",5350,2018-05-15,24,19,17,6.86,58.34,5,"female","empl","part-time","single"
"1894",86917,2018-04-09,23,21,19,6.29,59.91,1,"female","empl","part-time","single"
"1895",66495,2018-06-05,23,23,22,5.57,65.2,3,"male","unempl","full-time","single"
"1896",13584,2018-05-14,25,20,20,6.29,66.22,4,"male","unempl","full-time","single"
"1897",50949,2018-01-12,23,23,23,5.43,67.09,3,"male","unempl","full-time","single"
"1898",29341,2018-03-08,22,22,19,6.14,57.25,5,"female","empl","part-time","single"
"1899",25639,2018-01-24,22,24,25,5,66.04,2,"male","unempl","full-time","single"
"1900",65347,2018-05-17,19,17,17,7.14,57.91,2,"female","empl","part-time","single"
"1901",12697,2018-03-31,20,21,25,5.43,77.8,2,"male","unempl","full-time","single"
"1902",82334,2018-04-10,17,18,23,6.14,71.1,1,"male","unempl","full-time","single"
"1903",38493,2018-01-17,24,21,17,6.57,56.21,4,"female","empl","part-time","single"
"1904",16438,2018-05-21,30,19,14,7.29,43.49,5,"female","empl","part-time","divorced"
"1905",10301,2018-03-28,19,21,13,7.14,38.54,4,"female","empl","part-time","single"
"1906",5961,2018-02-14,24,14,20,7.14,77.43,4,"male","unempl","full-time","single"
"1907",93576,2018-05-20,26,19,15,7.14,58.91,3,"female","empl","part-time","divorced"
"1908",53562,2018-05-06,28,23,23,5.43,65.78,1,"male","unempl","full-time","divorced"
"1909",51366,2018-02-08,23,23,18,6.14,57.46,1,"female","empl","part-time","single"
"1910",45526,2018-02-03,28,18,21,6.43,69.8,4,"male","unempl","full-time","divorced"
"1911",70348,2018-04-08,24,25,14,6.43,47.61,4,"female","empl","part-time","single"
"1912",69203,2018-05-16,21,19,17,6.86,61.54,4,"female","empl","part-time","single"
"1913",43740,2018-04-16,17,19,21,6.29,78.55,2,"male","unempl","full-time","single"
"1914",42213,2018-03-23,22,17,18,7,61.39,4,"female","empl","part-time","single"
"1915",72592,2018-04-27,23,14,20,7.14,71.3,1,"male","unempl","full-time","single"
"1916",87372,2018-01-06,21,19,23,6,70.52,4,"male","unempl","full-time","single"
"1917",13825,2018-01-20,24,22,16,6.57,51.96,5,"female","empl","part-time","single"
"1918",60198,2018-01-26,29,25,22,5.29,68.17,4,"male","unempl","full-time","divorced"
